# Object	Reference	RA	Decl	Teff	logg	Metallicity	metal	[C/Fe]	[Eu/Fe]	[Ba/Fe]	[Fe/H]
BD+30_2611	I.U.Roederer+,ApJ, 711, 573, 2010	15 06 53.80	+30 00 37.0	4330	0.6	-1.45	-1.45	-0.61	0.62	0	-1.5
BD+30_2611	T.V.Mishenina+,AAP, 396, 189, 2002	15 06 53.80	+30 00 37.0								-1.41
BD+30_2611	D.L.Burris+,ApJ, 544, 302, 2000	15 06 53.80	+30 00 37.0	4275	0.8	-1.4	-1.4		0.27	-0.14	-1.32
BD+30_2611	T.V.Mishenina+,AAP, 370, 951, 2001	15 06 53.80	+30 00 37.0	4300	0.7	-1.41	-1.41		0.48	0.02	-1.41
BD+30_2611	L.Zhang+,ApJ, 706, 1095, 2009	15 06 53.80	+30 00 37.0	4300	1.25	-1.41	-1.41			-0.27	-1.23
BD+30_2611	J.P.Fulbright+,AJ, 120, 1841, 2000	15 06 53.80	+30 00 37.0	4500	1.4	-1.2	-1.2		0.66	0.09	-1.35
BD+35_4669	B.E.Reddy+,MNRAS, 367, 1329, 2006	21 53 34.79	+35 50 54.4	5928	4.39	0.14	0.14	0.33	0.02	0.22	0.09
BD+36_1898	B.E.Reddy+,MNRAS, 367, 1329, 2006	09 01 54.95	+35 53 36.3	5798	4.62	-0.85	-0.85	0.57	0.66	0.17	-0.9
BD+37_1458	A.M.Boesgaard+,ApJ, 743, 140, 2011			5492	3.85	-2.02	-2.02				-2.02
BD+37_1458	G.Israelian+,ApJ, 507, 805, 1998			5260	3	-2.4	-2.4				-2.23
BD+37_1458	R.G.Gratton+,AAP, 354, 169, 2000	06 16 01.50	+37 43 19.0	5399	3.33	-2	-2				-2.07
BD+37_1458	D.K.Lai+,ApJ, 667, 1185, 2007	06 16 01.50	+37 43 19.0	5332	3.13	-2.01	-2.01	0.26		-0.22	-1.84
BD+37_1458	J.P.Fulbright+,ApJ, 595, 1154, 2003	06 16 01.50	+37 43 19.0	5400	3.13	-2.2	-2.2				-1.96
BD+37_1458	Y.Saito+,PASJ, 61, 549, 2009	06 16 01.50	+37 43 19.0	5520	3.32	-2.08	-2.08				-1.99
BD+37_1458	A.M.Boesgaard+,AJ, 117, 492, 1999	06 16 01.50	+37 43 19.0	5554	3.62	-2.06	-2.06				-1.89
BD+37_1458	J.A.Rich+,ApJ, 701, 1519, 2009	06 16 01.50	+37 43 19.0	5500	3.41	-2.14	-2.14				-2.14
BD+37_1458	G.Bihain+,AAP, 423, 777, 2004	06 16 01.50	+37 43 19.0	5326	3.3	-2.17	-2.17				-2
BD+37_1458	J.P.Fulbright+,AJ, 120, 1841, 2000	06 16 01.50	+37 43 19.0	5200	3	-2	-2			0.02	-2.15
BD+37_1458	C.Charbonnel+,AAP, 442, 961, 2005	06 16 01.50	+37 43 19.0	5521	3.5	-2.03	-2.03				-2.03
BD+37_1458	G.Israelian+,AAP, 421, 649, 2004			5326	3.3	-2.17	-2.17				-2
BD+42_2173	A.Susmitha+,MNRAS, 506, 1962, 2021	11 00 00.44	+41 36 07.50	4430	1.9	-1.6	-1.6	1.1	1.6	2.2	
BD+44_493	Y.Takeda+,PASJ, 63, S537, 2011	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.68				-3.68
BD+44_493	I.U.Roederer+,ApJ, 824, L19, 2016	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.8				-4.07
BD+44_493	V.M.Placco+,ApJ, 790, 34, 2014	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.8	1.23	<1.9		-3.88
BD+44_493	H.Ito+,ApJ, 698, L37, 2009	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.68	1.32	<0.18	-0.55	-3.73
BD+44_493	I.U.Roederer+,ApJ, 912, 119, 2021			5430	3.4	-3.8	-3.8				-3.86
BD+44_493	I.U.Roederer+,AJ, 147, 136, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.26	1.2	<0.93	-0.88	-4.28
BD+44_493	H.Ito+,ApJ, 773, 33, 2013	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.8	1.35	<0.41	-0.6	-3.83
BD+44_493	I.U.Roederer+,ApJ, 784, 158, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.26	1.2	<0.93	-0.88	-4.28
BD+44_493	B.W.Carney+,AJ, 125, 293, 2003	02 26 49.70	+44 57 46.0	5510	2.6	-2.71	-2.71				-2.71
BD+44_493	A.Arentsen+,AAP, 621, A108, 2019	02 26 49.7	+44 57 47	5430	3.4	-3.83	-3.83	1.35		-0.6	-3.83
BD+45_919	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 20 58.27	+45 49 11.8	5547	4.65	-0.84	-0.84	0.8	0.43	0.05	-0.89
BD+46_1264	B.E.Reddy+,MNRAS, 367, 1329, 2006	07 24 59.28	+46 05 58.6	5185	4.6	-0.19	-0.19	0.17	0.27	-0.14	-0.24
BD+46_610	B.E.Reddy+,MNRAS, 367, 1329, 2006	02 41 45.74	+47 21 01.3	5770	4.6	-0.8	-0.8	0.55	0.51	0.03	-0.85
BD+52_1601	I.U.Roederer+,ApJ, 724, 975, 2010										-1.4
BD+52_1601	J.Simmerer+,ApJ, 617, 1091, 2004			4911	2.1	-1.4	-1.4	-0.12	0.37		-1.4
BD+52_1601	D.L.Burris+,ApJ, 544, 302, 2000			4750	1.6	-1.5	-1.5			-0.07	-1.41
BD+59_1609	B.E.Reddy+,MNRAS, 367, 1329, 2006	14 48 18.70	+58 54 36.1	5567	4.56	-0.54	-0.54	0.58	0.7	-0.06	-0.59
BD+65_737	B.E.Reddy+,MNRAS, 367, 1329, 2006	09 49 42.82	+65 18 15.0	5415	4.64	-0.65	-0.65	0.52	0.49	-0.02	-0.7
BD+67_1034	B.E.Reddy+,MNRAS, 367, 1329, 2006	17 44 32.87	+67 17 42.4	5305	3.74	-0.59	-0.59	0.56	0.39	-0.2	-0.64
BD+68_394	B.E.Reddy+,MNRAS, 367, 1329, 2006	05 37 39.57	+68 44 06.6	5749	4.64	-0.89	-0.89	0.49	0.55	-0.13	-0.94
BD+70_1218	B.E.Reddy+,MNRAS, 367, 1329, 2006	22 09 37.40	+71 18 51.6	5126	4.64	-0.38	-0.38	0.63	0.48	-0.13	-0.43
BD+70_950	B.E.Reddy+,MNRAS, 367, 1329, 2006	17 41 26.96	+70 27 51.9	5214	4.64	-0.4	-0.4	0.48	0.63	0	-0.45
BD+73_943	B.E.Reddy+,MNRAS, 367, 1329, 2006	21 43 08.62	+74 26 46.4	5300	4.61	-0.5	-0.5	0.56	0.56	-0.08	-0.55
BD+77_876	B.E.Reddy+,MNRAS, 367, 1329, 2006	22 49 00.54	+77 57 10.8	5208	4.62	-0.42	-0.42	0.38	0.57	-0.06	-0.47
BD+79_22	B.E.Reddy+,MNRAS, 367, 1329, 2006	00 58 11.68	+80 06 49.3	5832	4.51	-0.87	-0.87	0.39	0.67	-0.07	-0.92
BD+80_245	I.U.Roederer+,AJ, 147, 136, 2014	08 11 06.20	+79 54 30.0	5360	3.15	-2.01	-2.01	0.22	<-0.2	-1.78	-2.04
BD+80_245	J.P.Fulbright+,AJ, 120, 1841, 2000	08 11 06.20	+79 54 30.0	5225	3	-1.9	-1.9		-1.07	-1.94	-2.03
BD+80_245	I.I.Ivans+,ApJ, 592, 906, 2003	08 11 06.20	+79 54 30.0	5225	3	-2.07	-2.07		-0.67	-1.96	-2.07
BD-01_2582	I.U.Roederer+,AJ, 147, 136, 2014	11 53 37.20	-02 00 36.0	4920	1.8	-2.65	-2.65	0.86	0.36	1.05	-2.62
BD-01_2582	C.Charbonnel+,AAP, 442, 961, 2005	11 53 37.20	-02 00 36.0	5196	3	-2.29	-2.29				-2.29
BD-01_2582	I.U.Roederer+,ApJ, 724, 975, 2010	11 53 37.20	-02 00 36.0								-2.21
BD-01_2582	B.W.Carney+,AJ, 125, 293, 2003	11 53 37.20	-02 00 36.0	5130	2.4	-2.32	-2.32				-2.32
BD-01_2582	J.Simmerer+,ApJ, 617, 1091, 2004	11 53 37.20	-02 00 36.0	5148	2.86	-2.21	-2.21	0.98	0.66		-2.21
BD-01_2582	A.E.GarciaPerez+,AAP, 451, 621, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.13	-2.13				-2.11
BD-01_2582	A.E.GarciaPerez+,AAP, 447, 299, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.11	-2.11				-2.11
BD-01_2582	D.L.Burris+,ApJ, 544, 302, 2000	11 53 37.20	-02 00 36.0	5150	2.5	-2	-2			1.28	-2.08
BD-01_2582	C.M.Sakari+,ApJ, 868, 110, 2018	11 53 37.32	-02 00 36.7	4960	2.24	-2.49	-2.49		0.74	1.28	-2.49
BD-01_306	R.G.Gratton+,AAP, 404, 187, 2003	02 14 40.30	-01 12 05.1	5726	4.41	-0.87	-0.87				-0.92
BD-01_306	B.E.Reddy+,MNRAS, 367, 1329, 2006	02 14 40.30	-01 12 05.1	5566	4.64	-0.87	-0.87		0.63	0.06	-0.92
BD-01_306	I.U.Roederer+,ApJ, 724, 975, 2010	02 14 40.30	-01 12 05.1								-1.13
BD-01_306	R.Smiljanic+,AAP, 499, 103, 2009	02 14 40.30	-01 12 05.1	5640	4.38	-0.8	-0.8				-0.8
BD-01_306	J.Simmerer+,ApJ, 617, 1091, 2004	02 14 40.30	-01 12 05.1	5550	4.19	-1.13	-1.13	0.03	0.34		-1.13
BD-03_2525	J.P.Fulbright+,AJ, 120, 1841, 2000	08 59 10.10	-04 01 37.0	5750	3.6	-1.8	-1.8			0.03	-1.94
BD-03_2525	R.G.Gratton+,AAP, 404, 187, 2003	08 59 10.10	-04 01 37.0	5850	4.41	-2.05	-2.05				-2.11
BD-03_2525	D.K.Lai+,ApJ, 667, 1185, 2007	08 59 10.10	-04 01 37.0	5789	3.6	-1.75	-1.75	0.06		-0.59	-1.58
BD-03_2525	R.Smiljanic+,AAP, 499, 103, 2009	08 59 10.10	-04 01 37.0	5750	3.6	-1.8	-1.8				-1.8
BD-04_2862	B.E.Reddy+,MNRAS, 367, 1329, 2006	10 24 35.68	-05 31 10.8	5715	4.56	-0.57	-0.57	0.54	0.48	0	-0.62
BD-133442	D.Fabbian+,AAP, 500, 1143, 2009	11 46 50.65	-14 06 43.4	6366	3.99	-2.69	-2.69	0.45			-2.74
BD-13_3442	A.Hosford+,AAP, 493, 601, 2009			6321	4.46	-2.66	-2.66				-2.72
BD-13_3442	P.E.Nissen+,AAP, 469, 319, 2007			6366	3.99	-2.69	-2.69				-2.69
BD-13_3442	C.J.Hansen+,AAP, 545, A31, 2012			6450	4.2	-2.56	-2.56				-2.56
BD-13_3442	J.A.Rich+,ApJ, 701, 1519, 2009			6090	4.11	-2.91	-2.91				-3.02
BD-13_3442	C.J.Akerman+,AAP, 414, 931, 2004			6500	4.16	-2.61	-2.61	0.31			-2.61
BD-13_3442	L.Mashonkina+,ApJ, 679, 1549, 2008			6390	3.88	-2.66	-2.66			-0.78	-2.66
BD-13_3442	E.Arnone+,AAP, 430, 507, 2005			6210	3.6						-2.83
BD-13_3442	A.M.Amarsi+,AAP, 622, L4, 2019	11 46 50.65	-14 06 43.45	6357	3.97	-2.64	-2.64	0.32			-2.64
BD-13_3442	J.Melendez+,AAP, 515, L3, 2010			6435	3.93	-2.76	-2.76				-2.76
BD-13_3442	P.E.Nissen+,AAP, 415, 993, 2004			6500	4.16	-2.61	-2.61				-2.61
BD-13_3442	I.U.Roederer+,ApJ, 860, 125, 2018	11 46 50.65	-14 06 43.45	6405	4.04	-2.85	-2.85				-2.84
BD-13_3442	A.M.Boesgaard+,ApJ, 743, 140, 2011			6090	4.11	-2.91	-2.91				-2.91
BD-13_3442	J.Melendez+,ApJ, 642, 1082, 2006			6510	4.1	-2.5	-2.5				-2.61
BD-13_3442	A.M.Boesgaard+,AJ, 117, 492, 1999			6273	3.6	-2.94	-2.94				-2.77
BD-13_3442	R.Smiljanic+,AAP, 646, A70, 2021	11 46 50.65	-14 06 43.18	6505	4	-2.88	-2.88				-2.88
BD-13_3442	C.M.Sakari+,ApJ, 868, 110, 2018	11 46 50.65	-14 06 43.2	6299	3.69	-2.8	-2.8		<1.7	-0.6	-2.8
BD-13_3442	M.Asplund+,ApJ, 644, 229, 2006			6311	3.86	-2.71	-2.71				-2.71
BD-15_5781	I.U.Roederer+,AJ, 147, 136, 2014	20 45 34.50	-14 31 15.0	4550	0.7	-2.87	-2.87	-0.34	0.12	-0.33	-2.92
BD-15_5781	B.W.Carney+,AJ, 125, 293, 2003	20 45 34.50	-14 31 15.0	4590	1.6	-2.47	-2.47				-2.47
BD-15_5781	D.L.Burris+,ApJ, 544, 302, 2000	20 45 34.50	-14 31 15.0	4750	1.2	-3	-3			-0.79	-2.19
BD-18_271	M.N.Ishigaki+,ApJ, 753, 64, 2012			4234	0.41	-2.58	-2.58				-2.58
BD-18_271	M.N.Ishigaki+,ApJ, 771, 67, 2013			4234	0.41	-2.58	-2.58		0.09	-0.46	-2.58
BD-18_271	M.Ishigaki+,PASJ, 62, 143, 2010			4080	0.01	-2.66	-2.66			-0.5	-2.66
BD-18_271	B.W.Carney+,AJ, 125, 293, 2003			4150	0.7	-1.98	-1.98				-1.98
BD-18_271	J.Melendez+,ApJ, 575, 474, 2002			4245	0.7	-2.35	-2.35	-0.61			-2.35
BD-18_5550	A.McWilliam+,AJ, 109, 2757, 1995	19 58 49.70	-18 12 11.0					-0.04	-0.01	-1.03	-2.74
BD-18_5550	J.A.Johnson+,ApJ, 658, 1203, 2007	19 58 49.70	-18 12 11.0	4806	1.72	-2.89	-2.89	-0.09			-2.87
BD-18_5550	M.Spite+,AAP, 430, 655, 2005	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.07			-3.06
BD-18_5550	A.McWilliam+,AJ, 109, 2736, 1995	19 58 49.70	-18 12 11.0								
BD-18_5550	S.M.Andrievsky+,AAP, 509, A88, 2010	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	G.Bihain+,AAP, 423, 777, 2004	19 58 49.70	-18 12 11.0	4668	1.5	-3.01	-3.01				-2.84
BD-18_5550	T.V.Mishenina+,AAP, 370, 951, 2001	19 58 49.70	-18 12 11.0	4600	0.5	-3.01	-3.01			-1.17	-3.01
BD-18_5550	J.K.Hollek+,ApJ, 742, 54, 2011	19 58 49.70	-18 12 11.0	4600	0.8	-3.2	-3.2	0.13	<0.18	-0.76	-3.2
BD-18_5550	P.Francois+,AAP, 476, 935, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3	-3		-0.21	-0.79	-3.06
BD-18_5550	J.A.Johnson+,ApJ, 579, 616, 2002	19 58 49.70	-18 12 11.0							-0.98	-2.87
BD-18_5550	J.A.Johnson+,ApJ, 554, 888, 2001	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-2.9		-0.43	-0.97	-2.88
BD-18_5550	J.Melendez+,ApJ, 575, 474, 2002	19 58 49.70	-18 12 11.0	4683	1.7	-2.87	-2.87	-0.27			-2.87
BD-18_5550	J.A.Johnson+,ApJS, 139, 219, 2002	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-2.9		-0.28	-0.82	-3.03
BD-18_5550	S.M.Andrievsky+,AAP, 481, 481, 2008	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	S.M.Andrievsky+,AAP, 494, 1083, 2009	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06			-0.79	-3.06
BD-18_5550	R.Cayrel+,AAP, 416, 1117, 2004	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.07			-3.06
BD-18_5550	M.Spite+,AAP, 541, A143, 2012	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	Y.Takeda+,PASJ, 63, S537, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	T.V.Mishenina+,AAP, 396, 189, 2002	19 58 49.70	-18 12 11.0								-3.01
BD-18_5550	D.L.Burris+,ApJ, 544, 302, 2000	19 58 49.70	-18 12 11.0	4575	1.4	-3	-3		-0.25	-1.12	-2.76
BD-18_5550	S.M.Andrievsky+,AAP, 464, 1081, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	I.U.Roederer+,AJ, 147, 136, 2014	19 58 49.70	-18 12 11.0	4660	1.05	-3.15	-3.15	0.05	-0.41	-0.82	-3.2
BD-18_5550	M.Spite+,AAP, 455, 291, 2006	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.07			-3.06
BD-18_5550	M.Spite+,AAP, 528, A9, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06				-3.06
BD-18_5550	B.W.Carney+,AJ, 125, 293, 2003	19 58 49.70	-18 12 11.0	4820	1.8	-3.11	-3.11				-3.11
BD-20_6008	I.U.Roederer+,AJ, 147, 136, 2014	20 42 48.70	-20 00 39.0	4540	0.65	-3.05	-3.05	-0.48	-0.11	-0.4	-3
BD-20_6008	B.W.Carney+,AJ, 125, 293, 2003	20 42 48.70	-20 00 39.0	4550	1.3	-2.63	-2.63				-2.63
BM028	M.Gull+,ApJ, 912, 52, 2021	02 47 37.5	-36 06 25.2	5945	1.8	-1.83	-1.83	0.2	0.32	0.12	-1.83
BM056	M.Gull+,ApJ, 912, 52, 2021	05 10 49.6	-37 49 03.0	4875	1.75	-2.02	-2.02	0.06	0.33	-0.24	-2.02
BM121	M.Gull+,ApJ, 912, 52, 2021	09 53 38.4	-22 50 11.4	4580	0.95	-2.48	-2.48	-0.38	0.27	-0.48	-2.48
BM209	M.Gull+,ApJ, 912, 52, 2021	14 36 49.2	-29 07 07.6	5215	2.65	-2.27	-2.27	0.19	0.22	-0.44	-2.27
BM235	M.Gull+,ApJ, 912, 52, 2021	17 52 37.6	-69 01 44.0	4780	1.5	-1.63	-1.63	-0.43	0.48	0.08	-1.63
BM308	M.Gull+,ApJ, 912, 52, 2021	22 37 08.2	-40 30 39.6	4885	1.65	-2.1	-2.1	-0.04	0.32	-0.25	-2.1
BS15621-047	D.M.Allen+,AAP, 548, A34, 2012	10 09 34.97	+25 59 27.4	4750	1.48	-2.29	-2.29	1.09	0.78	0.24	-2.29
BS16023-046	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97				-2.97
BS16023-046	P.Bonifacio+,AAP, 462, 851, 2007	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.97				-2.96
BS16023-046	P.Bonifacio+,AAP, 501, 519, 2009	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.97	0.66			-2.96
BS16023-046	M.Spite+,AAP, 541, A143, 2012	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97				-2.97
BS16023-046	S.M.Andrievsky+,AAP, 509, A88, 2010	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97				-2.97
BS16023-046	L.Sbordone+,AAP, 522, A26, 2010	14 00 54.47	+22 46 42.3	6324	4.3	-2.97	-2.97				-2.97
BS16023-046	S.M.Andrievsky+,AAP, 481, 481, 2008	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97				-2.97
BS16033-008	W.Aoki+,ApJ, 632, 611, 2005	13 05 56.10	+25 10 17.0	5300	2.7	-2.8	-2.8	0.61		-1.2	-2.84
BS16033-081	D.M.Allen+,AAP, 548, A34, 2012	13 19 12.40	+22 27 57.0	5020	1.84	-2.2	-2.2	0.99	0.51	-0.85	-2.2
BS16076-006	P.Bonifacio+,AAP, 462, 851, 2007	12 48 22.75	+20 56 44.0	5199	3	-3.81	-3.81				-3.8
BS16076-006	D.K.Lai+,ApJ, 667, 1185, 2007	12 48 22.75	+20 56 44.0	5614	3.51	-3	-3	0.56		<-0.78	-2.83
BS16076-006	P.Bonifacio+,AAP, 501, 519, 2009	12 48 22.75	+20 56 44.0	5199	3	-3.81	-3.81	0.45		<-1.06	-3.8
BS16076-006	D.K.Lai+,AJ, 128, 2402, 2004	12 48 22.75	+20 56 44.0	5614	3.51	-3	-3			<-0.61	-3
BS16077-007	D.K.Lai+,ApJ, 667, 1185, 2007	11 35 17.99	+31 00 23.4	5958	3.68	-2.82	-2.82	0.96		<-0.8	-2.65
BS16077-007	D.K.Lai+,ApJ, 681, 1524, 2008	11 35 17.99	+31 00 23.4	6544	4.29	-2.8	-2.8	0.69	<0.8	-0.16	-2.72
BS16077-007	D.K.Lai+,AJ, 128, 2402, 2004	11 35 17.99	+31 00 23.4	5958	3.68	-2.75	-2.75			<-0.63	-2.82
BS16077-077	D.M.Allen+,AAP, 548, A34, 2012	11 55 16.60	+28 21 02.0	5900	3.19	-2.05	-2.05	2.39	0.04	0.75	-2.05
BS16080-054	W.Aoki+,ApJ, 632, 611, 2005	16 39 18.50	+60 57 42.0	4800	1.1	-3	-3	-0.9	-0.09	-0.72	-2.89
BS16080-054	D.K.Lai+,ApJ, 667, 1185, 2007	16 39 18.50	+60 57 42.0	4838	1.83	-2.74	-2.74	-0.54		-0.41	-2.57
BS16080-054	D.K.Lai+,ApJ, 681, 1524, 2008	16 39 18.50	+60 57 42.0	4805	1.48	-3	-3	-0.36	<0.22	-0.47	-3.07
BS16080-054	D.K.Lai+,AJ, 128, 2402, 2004	16 39 18.50	+60 57 42.0	4838	1.83	-2.75	-2.75			-0.24	-2.74
BS16080-093	D.K.Lai+,ApJ, 667, 1185, 2007	16 50 38.31	+59 13 06.5	5120	2.53	-2.73	-2.73	-0.54		-0.11	-2.56
BS16080-093	D.K.Lai+,ApJ, 681, 1524, 2008	16 50 38.31	+59 13 06.5	4940	1.86	-3.2	-3.2	<-0.54	0.19	-0.32	-3.19
BS16080-093	D.K.Lai+,AJ, 128, 2402, 2004	16 50 38.31	+59 13 06.5	5120	2.53	-2.75	-2.75			0.06	-2.73
BS16080-175	D.M.Allen+,AAP, 548, A34, 2012	16 51 08.80	+57 12 28.0	6240	3.7	-1.86	-1.86	1.94	1.04	1.5	-1.86
BS16082-129	S.Honda+,ApJS, 152, 113, 2004	13 47 11.50	+28 57 46.0								
BS16082-129	S.Honda+,ApJ, 607, 474, 2004	13 47 11.50	+28 57 46.0	4900	1.8	-2.86	-2.86	0.41		-0.94	-2.85
BS16082-129	D.M.Allen+,AAP, 548, A34, 2012	13 47 11.50	+28 57 46.0	5080	1.98	-2.65	-2.65	1.35		-0.4	-2.65
BS16083-172	W.Aoki+,ApJ, 632, 611, 2005	14 50 41.60	+48 45 14.0	5300	3.1	-2.5	-2.5	0.3	0.66	-0.33	-2.53
BS16084-160	W.Aoki+,ApJ, 632, 611, 2005	16 28 50.78	+54 37 06.8	4650	1.1	-3	-3	-0.13		-2.31	-3.1
BS16084-160	D.K.Lai+,ApJ, 667, 1185, 2007	16 28 50.78	+54 37 06.8	4762	1.66	-2.93	-2.93	-0.19		<-1.93	-2.76
BS16084-160	D.K.Lai+,ApJ, 681, 1524, 2008	16 28 50.78	+54 37 06.8	4728	1.26	-3.15	-3.15	-0.03	<-0.26	-2.04	-3.2
BS16084-160	D.K.Lai+,AJ, 128, 2402, 2004	16 28 50.78	+54 37 06.8	4762	1.66	-3	-3			<-1.76	-2.93
BS16085-0050	S.Giridhar+,PASP, 113, 519, 2001	12 37 46.68	+19 22 49.5	4750	1	-3.1	-3.1	<-0.33		-1.36	-3.15
BS16085-050	D.K.Lai+,ApJ, 667, 1185, 2007			4882	1.93	-2.88	-2.88	-0.84		<-1.57	-2.71
BS16085-050	S.Honda+,ApJS, 152, 113, 2004										
BS16085-050	S.Honda+,ApJ, 607, 474, 2004			4950	1.8	-2.91	-2.91	<-0.4		-1.61	-2.9
BS16089-013	W.Aoki+,ApJ, 632, 611, 2005	13 49 22.10	+35 44 53.0	4900	1.7	-2.7	-2.7	-0.23	0.49	-0.09	-2.82
BS16467-062	S.M.Andrievsky+,AAP, 494, 1083, 2009	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77			<-1.17	-3.77
BS16467-062	P.Francois+,AAP, 403, 1105, 2003	13 42 00.63	+17 48 40.9	5100	1.9				<1.03	<-0.54	-3.95
BS16467-062	R.Cayrel+,AAP, 416, 1117, 2004	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	0.4			-3.83
BS16467-062	D.K.Lai+,ApJ, 667, 1185, 2007	13 42 00.63	+17 48 40.9	5219	2.8	-3.79	-3.79	0.26		<-0.31	-3.62
BS16467-062	M.Spite+,AAP, 430, 655, 2005	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	0.34			-3.77
BS16467-062	J.G.Cohen+,ApJ, 778, 56, 2013	13 42 00.63	+17 48 40.9	5364	3	-3.48	-3.48	0.68		<-0.98	-3.51
BS16467-062	M.Spite+,AAP, 541, A143, 2012	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77				-3.77
BS16467-062	S.M.Andrievsky+,AAP, 509, A88, 2010	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77				-3.77
BS16467-062	D.K.Lai+,AJ, 128, 2402, 2004	13 42 00.63	+17 48 40.9	5219	2.8	-3.5	-3.5			<0.04	-3.79
BS16467-062	P.Francois+,AAP, 476, 935, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-4	-4		<0.75	<-1.21	-3.77
BS16467-062	S.M.Andrievsky+,AAP, 464, 1081, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77				-3.77
BS16467-062	M.Spite+,AAP, 455, 291, 2006	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	0.34			-3.77
BS16467-062	D.K.Lai+,ApJ, 681, 1524, 2008	13 42 00.63	+17 48 40.9	5388	3.04	-3.7	-3.7	0.57	<1.23	<-0.73	-3.75
BS16467-062	J.G.Cohen+,ApJ, 672, 320, 2008	13 42 00.63	+17 48 40.9	5364	2.95			0.69		<-0.57	-3.52
BS16467-062	S.M.Andrievsky+,AAP, 481, 481, 2008	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77				-3.77
BS16469-075	S.Honda+,ApJS, 152, 113, 2004	10 15 10.18	+42 53 17.3								
BS16469-075	S.Honda+,ApJ, 607, 474, 2004	10 15 10.18	+42 53 17.3	4880	2	-3.03	-3.03	0.33		-1.09	-3.02
BS16470-092	D.K.Lai+,ApJ, 667, 1185, 2007	12 23 38.73	+14 41 16.0	5948	3.67	-1.83	-1.83	0.16		-0.64	-1.66
BS16470-092	D.K.Lai+,AJ, 128, 2402, 2004	12 23 38.73	+14 41 16.0	5948	3.67	-1.75	-1.75			-0.47	-1.83
BS16472-018	D.K.Lai+,ApJ, 667, 1185, 2007	14 56 21.06	+01 52 34.8	4946	2.08	-2.46	-2.46	-0.29		-0.31	-2.29
BS16472-018	D.K.Lai+,AJ, 128, 2402, 2004	14 56 21.06	+01 52 34.8	4946	2.08	-2.5	-2.5			-0.14	-2.46
BS16472-081	D.K.Lai+,ApJ, 667, 1185, 2007	15 09 47.74	-01 19 35.3	4835	1.82	-1.56	-1.56	-0.19		-0.28	-1.39
BS16472-081	D.K.Lai+,AJ, 128, 2402, 2004	15 09 47.74	-01 19 35.3	4835	1.82	-1.5	-1.5			-0.11	-1.56
BS16477-003	S.M.Andrievsky+,AAP, 494, 1083, 2009	14 32 56.92	+06 46 07.0	4900	1.7	-3.36	-3.36			-0.5	-3.36
BS16477-003	R.Cayrel+,AAP, 416, 1117, 2004	14 32 56.92	+06 46 07.0	4900	1.7	-3.36	-3.36	0.43			-3.35
